"","line_text_star_final","line_text_final"
"545","1","진짜살면서 영화평점 처음써보는데 너무 재미없어요 악플이 아니고 진짜 정보 전달이라고할게요 진짜 너무 재미없어서이 재미없음을 다른 사람은 안느꼇으면하는 마음에서 댓글써봅니다 진심 본영화 또보는게 더재밌을듯"
"546","2","염력 다음으로 재미없습니다뭐가 코미디라는건지 한번도 못웃었구요 후반부 배우들 액션씬빼곤 볼거 아무것도없습니다 아무리 코로나 시국이라지만 우리나라 영화라는게 부끄럽습니다"
"547","2","1점도 아깝다 OOO시간 낭비할 사람들을 위해서 남긴다"
"548","1","관람객으로서 진지하게 말씀드릴게요별 한개도 아깝습니다 뭡니까 이게"
"549","6","생각보다 너무 웃겼어요"
"550","1","킬링타임용으로 보기에도 아까운 쓰레기 영화 차라리 톰과제리는 웃기기라도 하지"
"551","1","하진짜 짜증난다"
"552","2","어처구니 없는 연기력 남자배우의 유치한 표현력은 최악입니다"
"553","10","김영광 연기 굿굿 아무생각 없이 웃으며 볼 수 있는 영화 즐거운 코미디 영화"
"554","1","아 이게 뭐냐 웃기지도 않고 뭐하러 만든 영화인지 통 알수가 없다"
"555","10","그냥 개웃김 영화관에 사람이 없어서 여자친구랑 둘이서만 봤는데 소리내면서 깔깔 웃음"
"556","10","코로나로 인한 싸늘한 극장가에 큰웃음을 선사해준 영화 또 보고싶네요슬기 나랑승부하자"
"557","10",""
"558","5","옛날 영화 느낌 입니다"
"559","10","썩 볼만한 오락영화 캐릭터 개성하나하나가 인상깊다"
"560","10","재미있게 잘 봤습니다^^~"
"561","10","재미있었습니다 영화보면서 많이 웃고 왔어요"
"562","8","2 나오면 또 볼 의향있음 잼써~~"
"563","10","아무생각없이 봐도 웃긴영화 이선빈 김영광 최애고오♡ ♡"
"564","10","김영광배우님의 능청스러운 연기와액션이 일품입니다"
"565","10","보는 내내 웃음 만발 오랫만에 재밌게 잘 보았어용 ^^"
"566","8","재미가있었고또 캐릭터에 만족스럽게 잘봤어요그런데 요원도 그렇고 마지막엔좀  어색해도그런데로 재미있게 마지막을 볼수있어 재미가있어요"
"567","9","가볍게 보기 좋고 액션도 블록버스터급은 아닌데 생각보다 수준높았음기대를 안해서그런가10번 웃기려고 했다 치면 저는 한6번 웃은듯 그중 두 번은 짧게 빵터지긴했음  재밌긴 재밌는데 호불호 갈릴듯 글구 평점"
"568","10","정말재미있게 봤습니다"
"569","8","평점이  너무  높아서   알바라꺼니  생각했는데   생각보다  재밌게   봄   웃기기도하고  전혀 기대안하고  봤는데   왠일  볼께  없어서  그런지  영화관에   사람들  많아요  김영광  이선빈  케미"
"570","10","너무재밋어요짱짱짱짱"
"571","10","재밌다 ~올만에 웃어봤다"
"572","10","보러가길 잘햇다"
"573","10","김영광 이선진 액션신 진짜 멋있음"
"574","8","재밌게 잘 봤어용 뻔한거 같은데 재밋더라구요 ㅎ"
"575","10","가족들과 친구들이랑 같이 보고 싶은 영화ㅎ0ㅎ"
"576","9","오랜만에 재미있게 봤어요~강추강추강추"
"577","10","역시 김영광 ~~ 너무재밋게봤어용ㅎㅎ 간만에웃으면서 영화봤습니당"
"578","10","김영광 액션신이 장난 아님 원래 운동을 좀 했었나 싶을 정도로 전문가 수준에 너무 매력적~ 영화보고 팬이 되버렸을 정도 이선빈도 국정원 역할에 잘 어울림 뻔한 스토리 코미디 첩보물 영화는 누구나 예상하는"
"579","10","웃기고 너무 재미 있어요 또 한번 보고싶네요"
"580","10","미션 임파서블 아니냐고 그러는데 개재밌음 요즘들어 본 것중에 가장 재밌음"
"581","10","잼따  가볍게 보기좋음"
"582","10","그냥 이성과 논리를 내려 놓으면 편하게 보는 영화"
"583","10","유치하면 어쩌나 싶었는데 억지스럽지도 않고 액션맛집이었어요다같이 웃으면서 보니까 더 재밌었어요"
"584","10","영화오짐 액션오짐오짐개오짐"
"585","10","기대 안하고 봤는데 진짜 재밌었어요 김영광 액션신 너무 멋지고 이선빈도 너무 이뻐요 ㅠㅠ 웃긴 부분도 너무 재밌었고 여러분 영화 꼭 보세요 추천드립니다"
"586","10","코미디하지만 통쾌하고 좋네요  간만에 웃었습니다 ㅎㅎ"
"587","8","기대 안하고 봤는데 너무 재밌게 봤어요"
"588","8","뭔가 뻘하게 웃김생각보다 액션신도 괜찮음"
"589","10","와진짜 코로나 아니었음 700만은 돌파했겟다간만에 진짜극장에서껄껄 웃으면서 봣다 대박 강추 액션도 볼만했고 진짜 너무 웃겻다 미션임파서블처럼 2탄 3탄 계속 나왔으면 좋겠다"
"590","10","원래 평점 안남기는데 되게 재밌고 웃기고 이선빈님이 너무 예뻐요 극장에서 웃음소리가 끊이질 않았어요"
"591","10","그렇게 기대 안했는데  재밌게 봤어요~시간이 금방 쓱 지나갔네요코로나 시기에 가볍게 즐길수 있을 영화인것 같습니다 6학년 딸래미랑 봤는데 딸래미는 계속 웃기다고 웃으면서 봤습니다"
"592","10","별 기대없이 봤는데 코믹 액션 뭐하나 빠지는거 없는 수작인듯"
"593","10","킬링타임용 기대없이 유쾌하게볼만햇음"
"594","3","어제 봤는데그뭐지 뭐더라  김영광 나오는건데 그 내용이 뭐드라 스러운 영화"
"595","10","웃다가  왔어요  기대하지 않고 갔어요   그런데 계속 웃고 있더라구요 요즘 시기에 보기좋은 영화인듯 암튼 별생각없이 갔다가 넘 재밌게 봤어요^^"
"596","10","볼만한 팝콘 무비인듯함"
"597","10","요즘 상영관에서 재밌는 영화 찾기 힘들었는데가볍게 웃고 즐길 수 있었습니다 2도 만들어주세요 ㅠㅠ"
"598","10","제일 기억 남는건 다크소울 유다희"
"599","1","음 잘모르겠어요 재미만 추구한것같아요"
"600","10","보면서 계속 웃으면서 봤습니다 재밌어요 짱짱"
"601","10","재밌던데  교훈이나 연기가 어쨌니 저쨌니 이런거 없고 그냥 편하게 보기 좋음"
"602","10","솔직히 기대를 안하고 봤는데 생각보다 너무 재밌어서 놀랐습니다 흔한 스토리 일 수도 있지만 지루하지않게 재미있는 연기와 대사들 그리고 중간 중간 멋있는 장면들까지 너무 재밌게 봤습니다 내 돈주고 두번도 볼수있어요 정"
"603","6","기대안하고 보면 재미있네요"
"604","10","완전 재밌었는데 영화가 덜 알려진 것 같네요ㅜㅜ"
"605","8","2가 1을 능가하면 9점대 주겠음"
"606","10","와이프랑 망작또나오네 했다가 아무생각없이 보다 올만에 웃으면서 영화봤네요 ㅎ  빠른전개 생각지도못한웃음포인트   주방씬이 젤기억이"
"607","1","웃지말라는건가 이 영화 웃긴장면 없어서재미 없어서 진짜 잘뻔햇네요"
"608","1","형사반장 서현철이 라디오스타에서 입 털었던 것이 영화보다 훨씬 웃기다 한국 영화계는 역시 좌빨만 있는 듯 북한군만 주연으로 나오다가 이젠 중공과 공조하는 것까지 나오네 미군은 적으로 나오는 영화들이 즐비하고 한국군은"
"609","4","스토리 전개가 너무 느리고 뒤로갈수록 빨리 끝내야지 하는 느낌으로 전개됨 그래도 뒷편에 액션신은 꽤 볼만함 중간중간에 개그도 은근 웃김"
"610","10","아 진짜 너무 재밌고 김영광님 너무 멋있거 귀여어여ㅠㅜ두세번 더 보고시퍼연"
"611","10","일단 너무 재미있었고 완전 웃겼음 배우분들 티키타카가 너무 좋았다"
"612","7","극한직업 느낌인데 극한직업보다 훨 안웃김"
"613","7","김영광 오랜만에 보는데 잘생기게 나온당"
"614","6","초등 아들은 재밌어합니다만 딱 초딩수준 근데 후반부에  너무 등장인물이 기존 스토리 전개와 달리 어설프게 죽어나가네요"
"615","10","생각보다 재밌었어요 보고 후회 안하게 되는 영화예요~액션씬은 좀 지루하고 대사가 재밌어요"
"616","10","오랜만에 본 코믹영화김영광 너무 귀여웠으요"
"617","8","웃음포인트가 많아서 너무 재밌게 잘봤습니다 배우분들 연기력 최고였습니다 처음부터 끝까지 재미 연기 다잡은거같아요 ㅠㅠ 김영광배우님 액션 너무 멋졌어요"
"618","10","전 재미 있었어요 평이 갈리길래 걱정했는데 영화관에서 웃음소리 들리는거 보니 다른분들도 재밌게 보신거같아요"
"619","10","신파가 없어 너무 좋아요극한직업은 짱웃기고 미션파서블은 정말웃깁니다"
"620","10","영화관에서 봤는데 사람들도 저도 계속 웃었어요 정말 웃기고 재밌습니다 그냥 쉬는 날 웃기고 재밌는 영화를 찾으시면 이 영화를 추천드려요 액션도 꾀 실제같고 멋있었습니다또 장난스러운 연기가 많아서 어색할 수도"
"621","10","재밌어요 생각보다 영화 탄탄하고 잘 만들았어요 김영광 존나 멋있음"
"622","10","김영광 이선빈 액션연기 좋다 두 배우가 정말 코믹 잘 살린다"
"623","10","김영광 사랑해 김영광 사랑해"
"624","10","너무재밋어요 김영광 액션씬 최고ㅠㅠ 이선빈이랑 케미 너무좋은듯 역시 빋고보는배우들 진짜 꼭 보세요 편하게 즐길 수 있는 영화입니당"
"625","10","맘놓고 재미지게 봤네요"
"626","10","기대이상으로 수작입니다 기대이상의 연기 기대이상의 액션장면 영상완성도 기대이상의 웃음 ㅎㅎ  좋네요"
"627","10","액션 미쳤구요 엄청 재밌어요"
"628","10","완전 재밌음 뻔하다는 사람들 예리 슬기 그 부분도 예상했음 대단하시네~ 재밌음 강추강추 이 영화보고 김영광 팬 됨 ㅠ 칼 고쳐잡는 부분 코피 팡"
"629","10","처음엔 뭐야 했다가 오랜만에 배꼽잡고 하하 호호 깔깔 거리며 시간 가는 줄 모르고 아주 즐겁게 봤어요~ 오늘부터 김영광씨 팬 합니다 액션최고 배우들 연기 너무 잘해요"
"630","10","쿠폰은 써야 되고 평점은 별로 안좋아서 걱정했는데 생각보다 훨씬 재미있는데요 개그 요소도 많고 오랜만에 웃으면서 봤어요 저는 개인적으로 추천합니다"
"631","10","절잼 졸잼 오랜만에 웃었어요"
"632","10","기대없이 보면 빵빵 터집니다ㅎㅎㅎㅎ"
"633","10","사람마다 감상평이 다 다른거지 굳이 반대를 누르시는 분은 좀 이해가 안되네요남자친구랑 같이 재밌게 봤어요 연기도 좋았고 간만에 가볍게 보기에는 더 좋았어요~"
"634","10","이런 개그코드 너무 좋다 좋다좋ㅇㅏ"
"635","10","재밋어용 ㅎㅎㅎ 남주 너무 매력터짐 ㅠㅍ"
"636","8","영화도 기대한 만큼은 아니였지만 김영광형님 연기가 진짜 멋지시던데"
"637","8","ㄹㅇ 액셜스릴러인줄 알았으나 이건 그냥 코믹이다ㄹㅇ 김영광 ㅈㄴ웃기네 근데 이선빈 키가 개작아보일정도로 키가크구나 김영광 ㄷㄷ"
"638","10","리뷰 안쓰눈데 처음으로 써봐요 너무 재밌어요 ㅜㅜ ♥♥♥ 가족들이랑 계속 웃으면서 봤어요 김영광 이선빈 연기와 연출도 너무 좋았어요  액션씬도 너무 과하지 않고 자연스러웠구 여운도 남고 2시간이 금방 지나가서"
"639","10","영화리뷰 처음써볼만큼 재밌었어요 오랜만에 유쾌하고 재밌고 액션도 지리고 김영광이 너무섹시했음 남잔데 설렐정도 꼭 보세요 전 또 보러가야겠슴"
"640","10","김영광님이 싸우시는 모습이 정말 멋졌습니다 영화에 코미디가 들어있어서 더욱 더 재미있었습니다 ^~^"
"641","8","큰 기대를 하지 않고 봤지만 두 주인공의 케미도 좋았고특히 액션이 멋지고 웃음유발 포인트도 있었다 이 영화 혹평하는 인간들은 영화 보기는 봤냐 킬링타임으로 이 정도면 준척급은 된다미션 파서블정도 영화도 재미없다"
"642","10","오랜만에 영화관에서 영화를 봤는데 너무 재밌게 봤었어요"
"643","8","영화관에 얼마만에 간건지 보길 잘 했네요 김영광배우님 액션씬두 멋지고 우리가족 모두 가볍게 즐겁게 잘 봤습니다^^"
"644","10","너무 재밌었고 시간가는줄 모름 그리고 김영광님 한번 더 액션물 찍었으면 좋겠네요 너무 멋있어ㅜㅜ 이거 시즌2는 안나오나요 둘케미 그냥 작살인데"
"645","10","액션 코미디 둘 다 잡은 영화 생각없이 보다가 빵빵 터졌어요"
"646","10","난 재미있었는뎅 1점짜리 평도 있어서 좀 놀람 무튼 재밌고 이모가 그냥 보자길래 줄거리 안 보고 봤는데 재밌었음"
"647","10","솔직히 말하면 기대를 정말 1도 안하고 보면 볼만한 영화입니다 ㅎㅎ절대로 기대하고 보지 마시고 가볍게 즐기는 킬링타임용 영화다라고생각하고 보시면 재밌게 보실것 같아요~"
"648","10","인생영화입니다 킬링타임으로 절 죽였어요"
"649","9","스토리는개중이없으나배우분들의웃음포인트가있어서꽤재미있게웃고왔어요"
"650","9","꿀잼이네요 여자친구랑 웃으면서 봤어요  둘다 너무 재밌게 봤네요"
"651","10","진짜 재밌게 봤어요 또 볼려고용ㅎㅎ 이거보고 김영광님한테 빠져서 인스타도 팔로우 해써여 이선빈님도 진짜 매력 넘쳐요 꼭 보세엽"
"652","10","웃기고 재밌어요김영광 액션 멋있어요"
"653","10","웃긴 포인트를 많이 집어넣으려고 한 노력의 흔적이 보임 이 영화는 그냥 기대 안하고 보면 평타치는 코미디 영화"
"654","10","오랜만에 실컷 웃고나온 영화 아무생각 없이 몰입했던 영화  Vod 나오면 또 보려고요"
"655","10","난 진짜 꿀잼이였는데 ㅠㅠ"
"656","5","재미는 있어요 근데 흐름이 뚝뚝뚜두두둑 끊겨요 많이요"
"657","1","알바들이 판을 치네"
"658","4","별로다 뻔한 개그 암시 별로다"
"659","1","돈 아껴라 보면 후회 한다 댓글 알바 한테 속지 말고"
"660","1","재미도  졸라없고  억지웃겨"
"661","1","진짜 돈아까움 김영광씨 연기  다신 김영광씨 나오는영화안본다 정말 너무 대충으며 장난으로 연기하는 느낌 돈 너~~무 아까움 진짜 비추"
"662","2","핵노잼진짜 평점 뭐죠"
"663","1","이런 영화는 무슨 생각으로 만드는지"
"664","10","속편이 기대됩니다 코믹액션 한국영화중 베스트임"
"665","8","ㅎㅎ 평들이 너무도 극과극이라볼까말까 고민하다 봤습니다저는 10점만점에 8점 줬습니다생각보다 액션신도 괜찮았습니다여자분 연기도 좋았습니다김포시민입니다참고로 보는내내 하품하지 않고 봤습니다ㅎㅎ"
"666","10","영화 보는 내내 웃으면서 봤습니다 타임킬링으로 쵝오네요"
"667","10","아무생각없이 한참웃고 나왔네요"
"668","10",""
"669","2","아무생각없이보고있으면영화가끝나요 ㅎ"
"670","10","진짜 코미디 본 것중에 젤 재밌음"
"671","10","액션코믹내용다재밌고볼만함"
"672","10",""
"673","1","톰 형 보지마"
"674","10","김영과 이선빈의 캐미 짱시리즈2가 나오면 좋겠어요ㅠㅠ 코로나 때문에 요새 영화 볼게 없었는데 오랜만에 재미있는 영화 본 거 같습니다ㅎㅎ"
"675","10","스토리배우영상 모두좋아요"
"676","10","미션  파서블 보고 왔습니다 일단 강추    스토리도 재미있고 배우들의 연기도 훌륭하고  특히 액션씬 최고 입니다 중간 중간 빵빵 터지는 코믹도 매우 유쾌하고  스토리도 쉬워서 시간이  집중 몰입 해서 볼"
"677","10","진짜 개 재밌음 내가 봤던 코미디 액션 영화 1위 계속 웃음  개 재밌음"
"678","1","점점 볼가치가 있는 영화가 사라져 간다"
"679","2","영화 알바 왜케 많냐 대박이누"
"680","1","첫 날 평점 알바들이 너무 설쳐서 평점 조절용으로 별 1개 드립니다"
"681","1","영화시작 한시간 지났는데 내평생 이렇게 더럽게 재미없는 영화는 진심 처음이다"
"682","1","진짜 개빡도네 평점주작"
"683","10","시간가는줄 모르고 봤어요ㅠㅠ 꿀재밍"
"684","1","근래에 보기드문 망작왠만하면 평점 안남기지만 이건 아니다 싶어서 평점까지 남기게 만드는 그런 영화내용 연기 재미 웃음 어느 것 하나도 해내지못한 대단한 영화"
"685","7","처음엔 조금 지루했지만 중후반으로갈수록 재미잇었습니다"
"686","1","아래에 알바 아니라고하는 애들이 전부 알바 21세기 최악의 한국 영화이다 항상 똑같은 개그 코드에 전혀 발전이 없는 전형적인 한국 영화를 보여준다 별점 1도 아까움"
"687","3","어디서 본듯한 뻔한 장면의 나열과 수사과정에서의 웃음의 타율이나 극의 짜임새도 기대이하였다"
"688","10","엄청 재밋네요~ 가볍게 보기 너무 좋아요"
"689","9","초반에 좀 루즈한 느낌도 있고 무슨 내용이지 하는 느낌이 있었지만 후반으로 갈수록 재밌는 영화 특히 후반부 액션은 정말 흥미진진 했음 다만 우수한과거에 대해 좀 더 자세히 보여줬으면 하는 아쉬움이 컸음"
"690","10","오랜만에 영화관에서 영화를 봤어요 그래서 그런지 더 재미있었어요 가볍게 보기 좋은 영화예요 로맨스 없어서 편하고 액션 즐거워요"
"691","10","진짜 아무 기대 없이 봤는데 너무 웃기고욬영화 장면 장면 빵 터지는 장면들이 많았어요킬링타임용으로 딱인 것 같아요도로시 저희 집 강아지 감자입니다 ε ♪"
"692","10","요즘같이 고단한 시기에 부담없이 편하게 재밌게 웃으면서 시간순삭했네요코믹과 액션을 다 잡았네요재밌습니다^^강추"
"693","10","김영광의 매력과 연기×이선빈의 매력과 연기×액션+허당함+코미디 환상의 영화 라는걸 보여주는 영화 저녁밥 먹고 봐도 처음에만 약간 졸리고 가면갈수록 긴장감이 있어지고 웃겨서 잠이 확  깼다^^오랜만에 가족들과 유쾌"
"694","9","제목 패기에 놀라고 의외의 꿀잼에 놀라고 2편 기대해봅니다"
"695","2","시간가는줄 알고봤습니다^^"
"696","10","예상 되는 스토리 ㅇㅈㄹ거의 다 예상 하고 보지 않나 영화 예상 하기 전에 니들 미래나 예상해랑"
"697","6","전체적으로 흥미보다 모처럼 웃을수있는 시간이돈것같음"
"698","8",""
"699","8",""
"700","9",""
"701","10","중간까지는 그냥저냥~생각없이 보다가 중반부터 영광이 졸 멋있고 간지나고아오~기럭지 대박멋짐 간만에 졸 웃었어요~별 기대없이 보러 간건데 이선빈이 좀 아쉬웠지만 그래도 선빈이도 최고^~"
"702","2","노잼 그냥재미없음"
"703","3","평이 좋아서 봤는데 초반엔지루해서 자다가 중간에 나오고 싶은거 꾹 참고 마쳤어요  작년이었나 성훈영화 보다가 뛰쳐나오고싶었는데 이게 두번째임"
"704","8","편하게 웃으면서 보기 좋았음"
"705","8",""
"706","10","웃기기도 하고 액션도 너무 깔끔하고 오랜만에 편안하게 쉽게 영화를 보았네요 잘보았습니다"
"707","10","재밌게보기 좋아요  스토리가 이게뭐지싶긴한데 재밋어요"
"708","10","처음으로 영화관에서 소리크게내고 웃다가 내웃음소리에 깜짝놀래서 눈치봤다너무재밌다ㅜ 강추"
"709","10","생각보다 재미있어서 엄청 웃었음근접 격투 씬이 너무 빨랐지만김영광 그저 귀엽고 해맑고 재미있었음 줄리엔 강 ㅈㄴ 웃기놐"
"710","9","초반 제외하고는 액션과 코믹 재밌었어요"
"711","10",""
"712","8",""
"713","8","생각없이 보면 재미있는 영화인것 같습니다요새같이 볼거 없는 영화 시즌에 보기에 딱 알맞은영화인것 같아요"
"714","8","재미있게 가볍게 보기 딱 좋은 영화"
"715","8",""
"716","7","킬링타임 용으로는 괜찮아요 기대 전혀 없이 보면 괜찮습니다 약간 억지로 웃기는 느낌이 있기는 하지만 괜찮았어요마지막에 쿠키영상이 제일 웃겼어료오"
"717","8","기대를 아예 안하고 봐서 그런가 괜찮았음 중간에 웃기는 장면들도 있고 쏠쏠하게 재밌게 봤음"
"718","8","예고편도 안보고갔지만 생각보다 재미있었습니다"
"719","10","주연 두분의 케미가 돋보이는 영화입니다ㅎㅎ"
"720","1","평점 내리는 알바입네다 저는"
"721","10","시티헌터의 우수한과 사우리 생각나시는분재밌게 봤습니다^^"
"722","10","너무 재미써용 너무너무 재미써용"
"723","9","정말 가볍게 재밌게 즐기고 올 수 있는 영화"
"724","10","솔까 아무기대없이봤다가 이백퍼센트만족한영화 넘 재밌게봤어용 김영광 너무귀여워 ♡♡♡"
"725","10","개꿀잼 ㄹㅇ 빵빵터짐  되게 재밌어요 꼭 보세요"
"726","10","개꿀잼 ㄹㅇ 빵빵터짐  되게 재밌어요 꼭 보세요"
"727","10","감동은 없지만 웃기고 재밌습니다"
"728","10","god good good"
"729","8","깜짝 깜짝 놀라고 남자주인공이 장난끼있으면서 싸울땐 멋있고 여자 배우자 도 대단한 듯 남자랑 싸워서 이기다시 그것도 빨간 치마입고 영화니까 가능한거 겠죠"
"730","10","식탁보부터 재밌어요"
"731","10",""
"732","8","알고보니 ~~이렇다더라식의 전개가 살짝 아쉬움"
"733","6","한국판 시티헌터 그나마 가끔 웃었다 크레딧이 제일 웃긴건 안비밀"
"734","7","그냥 무난하게 볼만함 의외로 빠른전개 액션까지 나쁘지 않았음 평타는 되니까 보셔도 됩니다"
"735","6","막 웃기려고 하는건 많아보였는데 그렇게 웃긴건 몇개 없었고 너무 웃기려고 하는게 너무 티나서 아쉬웠었음 내용이 가벼워서 재미로 보려는 분들께 추천 또 진지한장면이 여러번 있었으면 좋았을텐데 딱 한장면 운전 장면"
"736","8","알바 댓글이 하도 많아서 못믿겠다  영화보는거 좋아하는 사람으로써 직접 보고 판단하겠음"
"737","6","3월에 IPTV로 보는것을 추천~~"
"738","10","가벼운 마음으로 보면 웃음 포인트도 많고 액션 또한 부족하지 않은 좋은영화였던것 같아요"
"739","10","킬링타임영화로는 10점임"
"740","1","보지마세요 진짜 한국영화퇴보의길"
"741","1","역대급 유치뽕짝 쓰레기 영화평점에 낚임차에 치일때 날아가는 연출은 도대체 모냐고 그 이후로 자서 기억이 없다 다행히"
"742","6","모르겠어요 도대체 무슨"
"743","10","재밌고 웃기고 화려하고 3개를 다 갖췄습니다"
"744","1","우연히 극장갔다가 이영회가 시간이 맞길레 혹시나 하고 평점이랑 관람평보니 나쁘다는게 거의없어 부담없이 들어갔는데 내인생 최악에 영화를 볼줄이야 어떻게 코믹을 저렇게 못만들까 싶네요 웃기려는건 알겠는데 도저히 웃기지"
"745","10","짱잼핵잼어뜨케 이렇게 재밌담"
"746","1","ㅠ꾸역꾸역 참고 봄 진짜 너무하네"
"747","1","알맹이없는 이런영화좀 그만나와라 제발 돈아깝다"
"748","1","존망영화특 배우가 이쁘다고 커버침"
"749","2","재밌다고 얘기한 사람 나오세요재미 진짜 없고 처음으로 시간 가는줄 알고 본 영화였네요 가족들이랑 보러 갔는데 영화 평점 믿고 제가 보자고 했는데 노잼이라 민망했어요좋아하는 배우들인데 뭐 이런식으로 됐는지"
"750","1","평점 머선129 알바 쓰신건가여남편이랑 낚여서 보고 왔어요^^하"
"751","10","존잼이였어여 김영광 존잘 시부레총격전과 칼전 킬포에여"
"752","10","시간 가는줄 모르고 보게됨김영광  넘넘 귀엽고 연기 잘하네요관심없다가 새로운 모습 발견 잼 있어요"
"753","8","김영광 배우님 귀엽네요 중간중간 코믹하니 재밌게 봤습니다~"
"754","10","일단 로맨스 없어서 볼만했고 초반 중간 부분에 재미 있는 부분들이 많았음 그리고 후반갈수록 김영광이 진지해지고 액션에 집중하니까 완전 액션영화 그 자체임 김영광 사랑해"
"755","5","초반 30분~1시간은 극장을 나가고 싶었음1 두 주연배우가 계속 떽떽거리며 재미도 없는 티격태격으로 웃음을 자아내려 했으나 유치함의 향연  2 긴장감이 넘쳐야 할 상황에 갑분 억지유머 끼워넣어서 갸우뚱 웃기도"
"756","8","볼만해요 추천합니다"
"757","8","b급 코미디의 정석입니다"
"758","5","김영광님이 진짜 연기를 잘하셨어요 감독님의 능력으로 영화의 질이 좀 떨어진다고 생각해요"
"759","10","정말 오랜만에 크게 웃었어요 극장에서 이렇게 크게 웃은적이 없는데 별 기대안하고 봤는데 느무 재밌었어요 요즘시국에 유쾌하게 웃을 수 있는 영화입니다 그와중에 김영광 액션은 왜이렇게 멋진겨~"
"760","10","그냥 묻지도 따지지도 말고 내가 쫌 힐링받고 웃고싶다하면 강추요"
"761","10","기대안하고 봤는데 재밌게 봤어요~~"
"762","10","여친 또는 썸이랑 보지마세요 오늘 길에 차에서 영광영광 노래를 부르는데 교회다니는줄알어요 남자가 봐도 잘생겨서 뭐라할말은 없지만  영화는 재미있고 웃겨요"
"763","10","김영광 액션 무엇 다음에 찐액션영화 찍을 듯"
"764","10","이프로 사서 들어갔는데 한 모금 마심 계속 웃어서 뿜을까봐"
"765","2","21년도 영화라는게 안믿길정도너무 재미없다액션은 괜찮음"
"766","8","재미없는줄알앗는데 생각보다 액션도멋있고 코믹도 살짝있는것같음내스타일 강추"
"767","6","김영광이 그나마 살렸다 +오대환의 연기력이 이영화에 아깝다 두명빼고 다조금씩 아쉬운 연기력임그냥 뻘하게 웃긴영화 생각없이볼 영화찾는다면 집에서 보세요~"
"768","10","액션물을 좋아하는 편이 아니지만 재미있게 볼 수 있었던 영화"
"769","10","요즘 한국영화 볼만한게 없었는데 모처럼 재밌는 영화 한편 보고왔네요 신인인듯한 배우들의 티격태격하는 연기들이 잘 어울려줘서 예전 투캅스때 웃으며 봤던 추억도 들었습니다 우연찮게 보게됐지만 즐겁게 잘 보고 모처럼 힐링"
"770","10","영광오빠 너무 잘생겼고선빈언니 너무 예쁘고얼굴이 꿀잼"
"771","8",""
"772","10","오랜만에 영화봤는데 후회 안 한 영화 즐기면서 봤음"
"773","1","넷플릭스에서라도 보지 않고 싶다 저예산 쓰레기 망작 내돈 만3천에 천불이 난다"
"774","10","스토리 괜찮았고두분 연기가 너무좋았어요"
"775","10","생각보다 재밌어서 놀랬음"
"776","8","살짝 유치하긴한데 오랜만에 재밌게 봤어요 ㅎㅎ 스토리 전개가 색다르고 좋네요 잘봤습니다"
"777","10","너무 재밌게 시간가는줄 모르고 봤어요~김영광 이선빈 배우 케미가 잘어울리네요~막판 홍석천이 나와서 좀 안어울리긴함"
"778","10","액션최고코믹최고"
"779","10","배우이광수씨 연인 배우이선빈배우님 영화오케이마담도잘봣습니다 코로나19조심하시구요 런닝맨이광수씨도응원하겠습니다ㅎㅎ"
"780","10","내용은 모르겠고 김영광 얼굴에 홀려서 시간가는줄 모르고 봤음"
"781","2","진짜 해도해도너무 너무한다"
"782","10","액션신 ㅅㅌㅊ ㅂㅂㅂㄱ 이선빈 좋예 ^^"
"783","10",""
"784","10",""
"785","9","김영광님의 액션 최공"
"786","10","개꿀잼 ㅠㅠ 감영광 이선빈 둘다 흥해라"
"787","10","액션도 멋있고 웃긴장면 빵빵터졌네요재밌게 잘봤습니다"
"788","10",""
"789","9","어이없게 엄청 웃겨요 재밌었어요"
"790","8","배우님들 캐미가 좋고 재미있게 봤어요"
"791","8","기대없이 아주 잼나게 봤어요~ 추천해요"
"792","6","너무뻔해서 그냥그렇네요"
"793","10","배우들 연기도 좋고 킬링타임용으로 부담없이 보기 딱이네요"
"794","1","아직도이런영화가있다니"
"795","1","이거 보고 10점 주는 사람들 진짜 영화 본 사람인가 궁금함  영화관에서 한명도 안 웃는 영화는 처음 봄 심지어 요즘 영화관에 사람도 없는데 커플은 중간에 나가더구만오히려 메이킹필름이 더 재밌음 보면 볼수"
"796","1","알바에 속았다참다참다 결국 졸고나옴"
"797","10","너무 재밌었어요  웃긴 장면이 많아서"
"798","10","김영광이 능글맞구 재밌네요"
"799","10","빠바빨간맛 궁금해 허니"
"800","1","OOㅣ"
"801","1","이런 거 처음 써 보는데 여러분은 시간 버리지 말라고 씁니다  내가 본 영화 중 최악의 영화임 웃길려고 애쓰는데 진짜 하나도 안웃겨  개연성이라곤 눈 씻고도 찾아볼 수 없었다 재밌다는 사람은 다 뭐지"
"802","1","네이버 평점 믿었다 9점이라서 알바들인가 완전 재미없다 연출 내용 연기 다 노답"
"803","1","재미있다고 하는 사람들 믿을 수 없어요각본이 이상한 건지 연기도 발연기처럼 느껴지는 그런 영화입니다보다가 중간에 나온 거 유열의 음악앨범 이후로 처음이에요진짜 헛웃음도 안나와요제발 믿어주시고"
"804","1","개노잼 알바 개많네 진짜"
"805","7","잔펀치 웃음과 큰펀치 액션으로 오락영화로 즐겁게 벌 수 있다"
